primaryTitle,genres,startYear
Chaari 111,Action,2024
Little Gay Boy,Drama,2013
RadhaaMadhavam,"Drama,Romance",2024
The American Society of Magical Negroes,"Comedy,Fantasy",2024
Tribal,Documentary,2023
Sugar Baby,"Crime,Romance,Thriller",2023
Pazhanjan Pranayam,Drama,2023
Nona,Drama,2023
Mary Kom,"Action,Biography,Drama",2014
Political War,Drama,2024
Locker,Drama,2023
Vekhi Ja Chhedi Na,Drama,2024
Trevor Noah: Where Was I,"Comedy,Documentary",2023
Tigers,Drama,2014
Class by a Soldier,"Action,Family,Thriller",2023
Edge of the World,"Adventure,Drama",2021
Simple Agi Ondh Love Story,"Comedy,Romance",2013
Theedhum Soodhum Endhan Mugavari,\N,2023
Boy Meets Girl,"Comedy,Drama,Romance",2014
The Water Diviner,"Drama,History,War",2014
009-1: The End of the Beginning,"Action,Crime,Drama",2013
Jigiri Dosthu,Comedy,2023
Naane Varuven,Action,1992
Gudiya,Horror,2023
Wild Tales,"Comedy,Drama,Thriller",2014
Amma Nagamma,Drama,1996
Chhapa Kaata,"Comedy,Family",2023
Double Engine,"Comedy,Drama,Family",2024
The Lego Ninjago Movie,"Action,Adventure,Animation",2017
Majbooriyan,Romance,2023
Criminal,"Action,Sci-Fi,Thriller",2016
Mulan Legend,Action,2020
Justice League: Crisis on Infinite Earths - Part Two,"Action,Adventure,Animation",2024
Ganti-Ganti,Drama,2023
Kalasa: The Symbol of Abundance,Thriller,2023
Happy Ending,"Comedy,Romance",2014
Curry & Cyanide: The Jolly Joseph Case,"Crime,Documentary",2023
Titli,"Crime,Drama,Thriller",2014
Rongatapu 1982,Thriller,2023
Siharan,"Comedy,Horror",2025
This Is Me... Now,"Comedy,Drama,Fantasy",2024
Time Please,Romance,2013
In search of Ajantrik,Documentary,2023
Mike Epps: Ready to Sell Out,"Comedy,Documentary",2024
Hell Camp: Teen Nightmare,"Crime,Documentary",2023
Ennennum,\N,2023
Still Fabulous,"Comedy,Romance",2024
Woman with the Red Lipstick,Thriller,2024
The Painter,Thriller,2024
Full Moon,Crime,2023
Girls State,Documentary,2024
Crossing Point,"Action,Thriller",2016
For a Handful of Kisses,"Drama,Romance",2014
Ninaivo Oru Paravai,Drama,2023
As We Speak,"Documentary,Music",2024
Ecstasis,"Drama,Romance",2023
Rurouni Kenshin: The Legend Ends,"Action,Adventure,Drama",2014
Rurouni Kenshin Part II: Kyoto Inferno,"Action,Adventure,Drama",2014
Bitconned,Documentary,2024
Frida,"Animation,Documentary",2024
Navardev Bsc. Agri,Drama,2024
Power,Documentary,2024
Will & Harper,Documentary,2024
Lagan Special,Comedy,2024
Kasoombo,History,2024
Oggy and the Cockroaches: The Movie,"Adventure,Animation,Comedy",2013
Foursome,Drama,2023
Osomoy,"Comedy,Drama,Thriller",2024
Humshakals,"Comedy,Drama,Romance",2014
Ramanujan,"Biography,Drama,History",2014
The Good Road,Drama,2013
Inner Demons,"Horror,Mystery,Thriller",2014
Iron Sky: The Coming Race,"Action,Adventure,Comedy",2019
Manja Pai,"Action,Comedy,Drama",2014
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,"Action,Adventure,Animation",2024
Rajkumar,"Drama,Family,Romance",2024
In the Name of God,Drama,2013
The Jungle Book,"Action,Adventure,Animation",2016
Hibang,Thriller,2023
Dacoit: A Love Story,"Action,Drama,Romance",2026
Orange Lilly,"Crime,Mystery",2023
Toofan,"Action,Crime",2024
Who Am I,"Crime,Drama,Mystery",2014
Attarintiki Daredi,"Action,Comedy,Drama",2013
Case of Kondana,"Crime,Thriller",2024
Parched,Drama,2015
Nayab,"Drama,Sport",2024
Nasha,"Drama,Romance",2013
Palayam PC,"Drama,Family",2024
Mortdecai,"Action,Adventure,Comedy",2015
Currency Nagar,"Drama,Romance,Thriller",2023
Jatta Dolie Naa,Drama,2024
Monster Mash,Horror,2024
Chainsaw Man - The Movie: Reze Arc,"Action,Adventure,Animation",2025
Lambran da Laana,"Comedy,Drama",2024
Haikyu!! The Dumpster Battle,"Animation,Comedy,Drama",2024
The Rim,Drama,2024
Mathimaran,Drama,2023
Bairi,Comedy,2024
Aaichya Gavat Marathit Bol,Comedy,2024
Soul Reaper,"Fantasy,Horror,Thriller",2024
Shivrayancha Chhava,History,2024
Cloud Capped Star,"Biography,Drama",2013
Eppura,Comedy,2024
Bedspacer,"Drama,Thriller",2024
"Palipat-lipat, papalit-palit",Drama,2024
Daayre,Drama,2023
Day of the Dead: Bloodline,"Action,Drama,Horror",2017
Neer Dose,"Comedy,Drama",2016
Phande Poriya Boga Kande Re,Romance,2011
Idiot,"Action,Comedy,Musical",2012
Khoka 420,"Action,Drama,Romance",2013
Maan Karate,"Comedy,Drama",2014
Lei Zhenzi of the Creation Gods,Action,2023
Night of the Skinwalkers,Sci-Fi,2024
Onty Bunty Love Story,"Drama,Romance",2024
LLB: Life Line of Bachelors,"Drama,Thriller",2024
Tik Tok,Horror,2023
"Blue Skies, Green Waters, Red Earth","Adventure,Drama,Romance",2013
Inferno,"Action,Adventure,Crime",2016
The Boys,"Comedy,Horror",2024
From the Ashes,"Drama,Thriller",2024
Kotha Rangula Prapancham,\N,2024
Sridevi Prasanna,Drama,2024
Right,Action,2023
Jai Vijayam,\N,2023
Saraswati Lakshmi Parvati,Drama,1975
Modern Love,"Comedy,Drama,Romance",2021
The Conjuring 2,"Horror,Mystery,Thriller",2016
The Amazing Wiplala,"Adventure,Family,Fantasy",2014
Grace: The Possession,"Horror,Thriller",2014
Ganga Devi,Drama,2012
Days of Power,"Action,Drama,Music",2017
Karinyo Brutal,Drama,2024
Dabbe: The Possession,"Horror,Thriller",2013
Hardcore Henry,"Action,Adventure,Sci-Fi",2015
Jim Button and Luke the Engine Driver,"Adventure,Family,Fantasy",2018
Water Mafia,"Crime,Documentary",2024
The Surface,"Drama,Thriller",2014
Kaal Bhairav,Drama,1985
The Corpse Washer,"Drama,Horror,Thriller",2024
Googly,"Comedy,Romance",2013
Safar Mein Sheher,Drama,2025
Papa Zola: The Movie,"Action,Adventure,Animation",2025
Jhopadpatti,Drama,2024
Creed,"Action,Drama,Sport",2015
Mangai,Drama,2024
Jatt Nuu Chudail Takri,Comedy,2024
Appropriate Behavior,"Comedy,Drama,Romance",2014
Suffragette,"Drama,History",2015
Pariah Volume 1: Every Street Dog Has a Name,Action,2024
The Invisible Boy,"Action,Adventure,Comedy",2014
Kaam Chalu Hai,Drama,2024
The Man Who Was Thursday,"Mystery,Thriller",2016
Spy,"Action,Comedy",2015
The Greatest Night in Pop,"Documentary,Music",2024
Sriranga Neethulu,Drama,2024
Loveria,"Comedy,Drama,Romance",2013
Rocky,"Action,Comedy,Drama",2013
Udanadi Mangalyam,Family,2024
Romeo è Giulietta,Comedy,2024
Ground,Drama,2024
How to Survive a Marriage?,"Comedy,Drama",2024
Sevappi,Drama,2024
Dil Kush,Romance,2024
Spermworld,Documentary,2024
Click,"Comedy,Drama",2024
Satyanweshi,Thriller,2013
Source,Documentary,2024
Hey Kameeni,\N,2023
An Evening Ballad,Drama,\N
RAM: Rapid Action Mission,Drama,2024
Lover Stalker Killer,"Crime,Documentary",2024
Mirai,"Action,Adventure,Fantasy",2025
4.48,Drama,2014
Goodnight Mommy,"Horror,Mystery,Thriller",2014
Mayavanam,Thriller,2024
Juni,Romance,2024
Before Marriage,Romance,2024
Room Service,"Adult,Drama,Horror",2024
Khadari,Drama,2024
The Sabarmati Report,"Crime,Drama,Thriller",2024
Mrudhu Bhave Dhruda Kruthye,\N,2024
Shakhahaari,"Crime,Thriller",2024
The Diary of West Bengal,Drama,2024
Artemis Fowl,"Adventure,Family,Fantasy",2020
Jatt Boys Putt Jattan De,"Action,Comedy,Romance",2013
Mahapurush O Kapurush,Comedy,2013
Dasama,\N,2024
Diet of Sex,"Comedy,Drama,Romance",2014
The Unbreakable Tatiana Suarez,"Documentary,Sport",2024
Until Dawn,"Drama,Horror",2025
Monster Trucks,"Action,Adventure,Comedy",2016
Kill Me If You Dare,"Comedy,Romance",2024
Article 370,"Action,Drama,Thriller",2024
What Josiah Saw,"Horror,Thriller",2021
Akash Vani,"Drama,Romance",2024
Mudo Kannu,"Crime,Thriller",2024
The Hoot Owl,Horror,2022
Tusk,"Comedy,Horror",2014
Darar,Drama,1972
Kulla Agent 000,Action,1972
Manhattan Night,"Crime,Drama,Mystery",2016
52 Tuesdays,Drama,2013
The Fable,Drama,2024
Kukkhato Khuni,Action,2000
Pantasya ni Tami,Drama,2024
Seksi: Pantasya at pelikula,Documentary,2024
Dilig,Drama,2024
Aakhir Palaayan Kab Tak..?,Drama,2024
Ram Janmabhoomi - Return of a Splendid Sun,Documentary,2024
Teenz,"Adventure,Thriller",2024
Pignorant,Documentary,2024
Katas,Drama,2024
Masthu Shades Unnai Ra,Comedy,2024
Ravike Prasanga,Comedy,2024
Jurassic World: Rebirth,"Action,Adventure,Sci-Fi",2025
The War on Children,Documentary,2024
WNUF Halloween Special,"Comedy,Horror",2013
Midnight Sex Run,"Action,Adventure,Comedy",2015
The Good House,"Comedy,Drama",2021
They Called Him Mostly Harmless,"Crime,Documentary,Mystery",2024
Crazy Rich Asians,"Comedy,Drama,Romance",2018
Mukhya Gamanika,"Crime,Thriller",2024
The Calculator,"Action,Sci-Fi,Thriller",2014
From Gulf to Gulf to Gulf,"Documentary,History,Music",2013
Vanakkam Salaam,Action,2021
Salawahan,"Drama,Mystery,Thriller",2024
Chhatrapati Sambhaji,Biography,2024
Pimp,"Crime,Drama,Romance",2018
Irandam Ulagam,"Action,Adventure,Fantasy",2013
Under ConTroll,"Comedy,Fantasy,Horror",2019
Mandya Haida,"Action,Romance",2024
Raghu 350,Drama,2024
Bila Esok Ibu Tiada,"Drama,Family",2024
Just Pass,"Comedy,Romance",2024
The Tender Bar,"Biography,Drama,Romance",2021
PGT: Prema Geema Thassadiyya,Romance,2024
Dange,"Action,Drama",2024
The Parades,Drama,2024
The Sidemen Story,"Biography,Documentary",2024
Kang Mak,"Comedy,Fantasy,Horror",2024
Matsyagandha,\N,2024
Now You See Me 2,"Action,Adventure,Comedy",2016
Ajab Gajab Dhamal,Comedy,2024
I Hate Love,Drama,2024
Lost Girls,"Crime,Drama,Mystery",2020
Megamind vs. The Doom Syndicate,"Action,Adventure,Animation",2024
The Casagrandes Movie,"Adventure,Animation,Comedy",2024
Kappu Bilupina Naduve,Drama,2024
Athomugam,"Drama,Mystery,Thriller",2024
Confinement,Sci-Fi,2016
Inadiyla Sampiyon,Documentary,2024
Ainthu Ainthu Ainthu,Action,2013
E-mail,Action,2024
Rooban,Action,2024
Takas,Drama,2024
Pee Nak 4,"Comedy,Horror",2024
Torrent,Sci-Fi,2017
Stormy,Documentary,2024
Lantrani,"Comedy,Drama",2024
Nightmare Resort,\N,2024
Ippadiku Kadhal,Drama,2024
Double Tuckerr,"Animation,Comedy,Family",2024
Circle,"Drama,Horror,Mystery",2015
Raajadhani Files,Drama,2024
Club Sandwich,Comedy,2013
Sharathulu Varthisthai,Drama,2024
The Antisocial Network: Memes to Mayhem,Documentary,2024
Raja Huli,"Comedy,Drama",2013
Sinners,"Action,Drama,Horror",2025
Dinner Party Diaries with José Andrés,"Documentary,Reality-TV",2024
Sierra Burgess Is a Loser,"Comedy,Drama,Romance",2018
Let's Ruin It with Babies,"Comedy,Drama,Romance",2014
C.A.M.,"Horror,Sci-Fi,Thriller",2021
Duniyadari,Drama,2013
Beacon Point,Thriller,2016
Predator: Badlands,"Action,Adventure,Sci-Fi",2025
Shayar,Drama,2024
Zehan,"Romance,Thriller",2024
Salitan,"Comedy,Drama",2024
Kabit,Drama,2024
Memories,"Crime,Mystery,Thriller",2013
Pure Nude Yoga: Zen Garden Goddess,Documentary,2011
Oti Uttam,"Drama,Family",2024
Operation 12/17,\N,2024
Bigul,"Crime,Drama,Mystery",2024
Eks,Romance,2024
5D,Crime,2024
Ambareesha,Action,2014
Kataariveera Surasundaraangi,"Comedy,Drama,Fantasy",2012
Sonata for Cello,Drama,2015
Hi Anokhi Gaath,Romance,2024
Scammy Boys,Thriller,2024
The Greatest Love Story Never Told,Documentary,2024
Hack Your Health: The Secrets of Your Gut,Documentary,2024
Graduation Trip: Mallorca,Comedy,2025
Operation Laila,"Horror,Thriller",2024
Beginner's Guide to Sex,Comedy,2015
The Pride of Bharat - Chhatrapati Shivaji Maharaj,Biography,\N
Shelter,Drama,2014
Kacher Manush Dure Thuiya,"Drama,Romance",2024
The Hungover Games,"Adventure,Comedy,Fantasy",2014
Into the Ashes,"Crime,Drama,Thriller",2019
Baked in Brooklyn,"Comedy,Crime,Drama",2016
The Miracle,"Comedy,Drama,History",2015
Salisihan,Drama,2024
Hot Spot,"Comedy,Drama",2024
How to Make Millions Before Grandma Dies,"Comedy,Drama,Family",2024
Young Royals Forever,Documentary,2024
You Are Not Alone: Fighting the Wolf Pack,Documentary,2024
Nalla Perai Vaanga Vendum Pillaigale,Comedy,2024
Babu (No.1 Bullshit Guy),Comedy,2024
Timothy Chan in Ecuador,Documentary,2025
The Nightmare,"Drama,Horror,Mystery",2015
Dunk,\N,2025
Heropanti,"Action,Drama,Romance",2014
Finding Fanny,"Adventure,Comedy,Drama",2014
Race Gurram,"Action,Comedy",2014
Water and Fire,"Drama,Romance",2013
Perewangan,"Horror,Mystery,Thriller",2024
Purushothamana Prasanga,\N,2024
Valari,"Horror,Thriller",2024
Om Bheem Bush,"Comedy,Drama,Horror",2024
Chaarulatha,"Horror,Thriller",2012
Commitment,"Action,Drama",2013
We Love Bad Boys,Comedy,2024
Kapalit,Drama,2024
The Suspect List,Thriller,2024
Kabhi Dhoop Kabhi Chhaon,Drama,1992
Kaliyugam Pattanamlo,Crime,2024
Desierto,"Action,Adventure,Drama",2015
Bahumukham,"Drama,Thriller",2024
Mishawr Rawhoshyo,"Action,Adventure,Thriller",2013
Let Us Prey,"Drama,Horror,Thriller",2014
Tamasha,"Comedy,Drama,Romance",2015
A Brilliant Young Mind,"Drama,Romance",2014
Tempting,Drama,2024
Market Mahalakshmi,"Comedy,Romance",2024
Sharma & Ambani,"Comedy,Crime,Fantasy",2024
The Bloody Hundredth,Documentary,2024
Arimapatti Sakthivel,\N,2024
Good Luck,"Comedy,Drama",2024
Fight to the Finish,"Action,Romance,Sport",2016
Trainwreck,"Comedy,Drama,Romance",2015
Ananya,"Horror,Thriller",2024
Hope,Drama,2013
Kalikot,Drama,2024
Luther: The Fallen Sun,"Action,Crime,Drama",2023
We Still Kill the Old Way,"Action,Comedy,Crime",2014
SUGA: Agust D Tour 'D-DAY' the Movie,"Documentary,Music",2024
Pakal Iravu,"Action,Drama",2024
Rita,Drama,2024
Welcome Back,"Action,Comedy,Crime",2015
The Orchard and the Pardes,Documentary,2024
1946 Direct Action Day,\N,2024
Angithee 3,Romance,2024
The Birdcatcher,"Drama,Thriller,War",2019
The Lost Girl,Drama,2024
Jeonde Raho Bhoot Ji,"Comedy,Horror",2024
Lambasingi,Drama,2024
Nobody from Nowhere,"Drama,Thriller",2014
Oru Kattil Oru Muri,"Comedy,Drama,Romance",2024
Kajal Karthika,"Comedy,Drama,Horror",2023
Idi Minnal Kadhal,Drama,2024
Theppa Samudram,Crime,2024
Mix Up,Drama,2024
Killer Weekend,Thriller,2020
Justin Bieber's Believe,"Documentary,Music",2013
Sleeping with Other People,"Comedy,Drama,Romance",2015
Mona: Jinn-2,"Drama,Horror",2024
Homesick,Drama,2015
Mr. Holmes,"Crime,Drama,Family",2015
Aa Dinagalu,"Crime,Drama,Romance",2007
Bengal 1947,Drama,2024
Jahangir National University,Drama,2024
The U P Files,Drama,2024
Kunwara Paying Guest,Drama,2007
Room,"Drama,Thriller",2015
Sikandar,"Action,Drama",2025
No Pressure,"Comedy,Romance",2024
Bombaat,"Action,Thriller",2008
Killer Mermaid,"Drama,Fantasy,Horror",2014
iBoy,"Action,Crime,Sci-Fi",2017
Veppam Kulir Mazhai,Thriller,2024
Married,Drama,2024
Maduve Mane,"Comedy,Drama,Romance",2011
Jimmy Carr: Natural Born Killer,"Comedy,Documentary",2024
Neal Brennan: Crazy Good,"Comedy,Documentary",2024
The Diary of a Teenage Girl,"Comedy,Drama,Romance",2015
Hacker,"Crime,Drama,Thriller",2016
Hasee Toh Phasee,"Comedy,Romance",2014
Before I Wake,"Drama,Fantasy,Horror",2016
What Jennifer Did,"Crime,Documentary",2024
The Villain,"Action,Crime,Drama",2014
Consequences,"Crime,Drama,Thriller",2014
Haridas,"Drama,Sport,Thriller",2013
Honeymoon,"Drama,Fantasy,Horror",2014
Horror Story,Horror,2013
Titli,\N,1951
Shadows Formless,Drama,2007
A: Film by Upendra,Drama,1998
Kalpana,"Comedy,Horror",2012
My Oni Girl,"Adventure,Animation,Drama",2024
"Men, Women & Children","Comedy,Drama",2014
TL,Drama,2024
Tharini,Drama,2024
A Journey,Drama,2024
Yajamana,"Drama,Family",2000
The Boy Next Door,Thriller,2015
Blackbird,Drama,2014
Moodar Koodam,"Comedy,Drama,Thriller",2013
Cheaters,Drama,2024
Veronica,"Drama,Mystery,Thriller",2017
Neethi: The Justice,Drama,2023
Fantastic Beasts and Where to Find Them,"Adventure,Family,Fantasy",2016
Teddy Boy,"Action,Drama,Thriller",2015
Atyachaar,Drama,1978
Juna Furniture,Drama,2024
Maanikya,"Action,Drama",2014
The Wolf and the Goat,"Crime,Thriller",2013
An American Bombing: The Road to April 19th,"Crime,Documentary,History",2024
Daivathinte Swantham Cleetus,"Action,Drama,Mystery",2013
The Asian Connection,"Action,Crime,Drama",2016
Iravin Kangal,"Sci-Fi,Thriller",2024
Aaaah,"Adventure,Horror,Thriller",2014
Om,"Action,Crime,Drama",1995
Stag,"Drama,Romance",2024
Himalaya,Horror,2024
The Secret Army,Documentary,2024
Woh Bhi Din The,Drama,2024
Kartam Bhugtam,Thriller,2024
Six Hot Chicks in a Warehouse,"Action,Comedy,Horror",2017
Journey to Royal: A WWII Rescue Mission,"Action,Documentary,Drama",2021
Freakier Friday,"Comedy,Family,Fantasy",2025
Insidious: Chapter 3,"Horror,Mystery,Thriller",2015
Vivekam,"Biography,Crime,Drama",2024
Avatar Purusha 2,Thriller,2024
North 24 Kaatham,"Adventure,Comedy,Drama",2013
Mercy Killing,"Action,Drama,Romance",2024
Hunter x Hunter: The Last Mission,"Action,Adventure,Animation",2013
Yuvakaru,Drama,2024
Extinction,"Action,Drama,Sci-Fi",2018
Appu,"Action,Adventure,Animation",2024
Palm Trees in the Snow,"Drama,Romance",2015
Oru Thavaru Seidhal,\N,2024
Main Ladega,Drama,2024
Sweet Release,Drama,2024
Dayo,Drama,2024
Red Flag,Drama,2024
Sinduraa (Odia),Drama,2024
Never Escape,Thriller,2024
Bad Samaritan,"Crime,Drama,Horror",2018
Trumbo,"Biography,Drama",2015
Raja Rani,"Comedy,Drama,Romance",2013
Knucklebones,Horror,2016
Vidyarthi Vidyarthiniyare,Drama,2024
Bus No 7,Drama,2023
The Doomsday Cult of Antares De La Luz,Documentary,2024
Chor Chor,"Comedy,Drama",2024
Farming the Revolution,Documentary,2024
Sister Midnight,"Comedy,Drama",2024
Lucky,"Comedy,Romance",2012
Roudhra Rupaya,Action,2024
Mary,Drama,2024
Anumati,Drama,2013
All We Imagine as Light,"Drama,Romance",2024
Paarijathaparvam,"Comedy,Crime",2024
Vidiyum Munn,Thriller,2013
Dwiju,Horror,2024
Rama Ayodhya,Documentary,2024
Curve,"Horror,Thriller",2015
28 Years Later: The Bone Temple,"Horror,Sci-Fi",2026
Local Kung Fu,"Action,Comedy",2013
All Relative,"Comedy,Drama,Romance",2014
Varuthapadatha Valibar Sangam,"Comedy,Romance",2013
Vanakkam Chennai,"Comedy,Romance",2013
Idhu Kathirvelan Kadhal,"Comedy,Drama,Romance",2014
Endrendrum Punnagai,"Comedy,Romance",2013
Those Who Wish Me Dead,"Action,Drama,Thriller",2021
Idharkuthane Aasaipattai Balakumara,"Comedy,Musical",2013
Naiyaandi,"Comedy,Romance",2013
Darling,Horror,2024
The Singing Priest,Drama,2025
Solar Storm,"Action,Adventure,Thriller",\N
Obhishopto Nighty,Fantasy,2014
Jaat,"Action,Crime,Drama",2025
Unhuman,Sci-Fi,2004
The Legend of Michael Mishra,"Comedy,Drama",2016
Beyond the Clouds,"Drama,Family",2017
The 4 Movie,Horror,2011
Red,"Crime,Drama,Thriller",2024
Sex(Ed) the Movie,"Documentary,History",2014
Cruella,"Adventure,Comedy,Crime",2021
I Am Not Him,Drama,2013
The Blue Room,"Crime,Drama,Mystery",2014
Doosukeltha,"Action,Comedy",2013
Savi,"Action,Crime,Drama",2024
Pandiya Naadu,Action,2013
6 Candles,"Crime,Drama,Thriller",2013
Spare Parts,"Biography,Drama,History",2015
I Do... Until I Don't,Comedy,2017
It Follows,"Horror,Mystery,Thriller",2014
I'll See You in My Dreams,"Comedy,Drama,Romance",2015
The Mediterranean Sea,"Drama,Romance",2024
Medusa,"Horror,Sci-Fi,Thriller",2015
The Devil's Hour,Horror,2016
Bastards y Diablos,"Adventure,Drama",2015
Violent,Drama,2014
4 Nights in the Hamptons,"Comedy,Drama,Romance",2014
The Music of Silence,"Biography,Drama,Music",2017
Survivor,"Action,Crime,Thriller",2015
The Empty Hours,"Drama,Romance",2013
Bangsal Isolasi,"Horror,Thriller",2024
All in All Azhagu Raja,Comedy,2013
Marshland,"Crime,Mystery,Thriller",2014
IO,"Adventure,Drama,Sci-Fi",2019
Janji Darah,"Horror,Thriller",2024
Fish & Cat,"Drama,Horror,Mystery",2013
Curve Bro's Parents Gets Arrested and Executed: The Movie,Comedy,2024
The Wrath of Vajra,"Action,Fantasy",2013
Dinosaur Island,"Adventure,Family,Sci-Fi",2014
Loving Vincent,"Animation,Drama,Mystery",2017
Our Universe,Documentary,2013
Sully,"Biography,Drama",2016
Trial by Fire,"Biography,Drama",2018
Thaghut,Horror,2024
November Criminals,"Crime,Drama,Mystery",2017
Reminiscence,"Mystery,Romance,Sci-Fi",2021
The Three Musketeers,Adventure,2013
Heist,"Action,Crime,Drama",2015
Adhisaya Ulagam,"Adventure,Sci-Fi",2012
I Dream in Another Language,"Drama,Fantasy,Romance",2017
Tale of Tales,"Drama,Fantasy,Horror",2015
A Nice Girl Like You,"Comedy,Romance",2020
Cult of Chucky,"Horror,Thriller",2017
Jatadhara,"Horror,Thriller",2025
Little Women,"Drama,Romance",2019
Naomi and Ely's No Kiss List,"Comedy,Drama,Romance",2015
Behzat Ç.: Ankara Is on Fire,"Action,Crime,Drama",2013
Mor Chhainha Bhuinya 2,"Drama,Romance",2024
The Maniac - Hell on my mind,"Mystery,Thriller",\N
Kalinga,Horror,2024
The Autopsy of Jane Doe,"Horror,Mystery,Thriller",2016
Revolver Rani,"Action,Comedy,Crime",2014
Mookuthi Amman 2,\N,\N
The Expendables 4,"Action,Adventure,Thriller",2023
The Man with the Iron Heart,"Action,Biography,Thriller",2017
Depth,"Horror,Sci-Fi",2016
London Has Fallen,"Action,Thriller",2016
Gibby,"Adventure,Comedy,Drama",2016
The 12th Man,"Drama,History,Thriller",2017
By Dawn,"Drama,Thriller",2019
Shaadi Ke Side Effects,"Comedy,Romance",2014
Obsessed,Drama,2014
Slow Video,"Comedy,Drama,Fantasy",2014
Refugees Land,Mystery,\N
Sub Rosa,Drama,2014
Levir,Drama,\N
The Legend of Sudarshan Chakra,Biography,2024
Youth,"Comedy,Drama,Music",2015
Deep Web,Documentary,2015
Logan,"Action,Drama,Sci-Fi",2017
American Ultra,"Action,Comedy",2015
"Game Over, Man!","Action,Comedy",2018
The Nightmare,"Documentary,Horror",2015
Andar Bahar,Action,2013
Zapatlela 2,Horror,2013
Regression,"Crime,Drama,Mystery",2015
Ugramm,"Action,Crime,Drama",2014
Veeram,"Action,Comedy,Drama",2014
Concussion,"Biography,Drama,Sport",2015
Queen,"Adventure,Comedy,Drama",2013
XX,Horror,2017
Annabelle,"Horror,Mystery,Thriller",2014
Pillaiyar,\N,1984
Philips and the Monkey Pen,"Comedy,Drama,Family",2013
"Light Fly, Fly High","Documentary,Drama,Sport",2013
Take One,"Drama,Family",2014
Chhota Bheem and the Throne of Bali,"Action,Adventure,Animation",2013
Thaimel Aanai,Action,1988
The Last Deal,"Action,Crime,Thriller",2023
Blue,"Drama,Mystery,Romance",2015
Human,Documentary,2015
Addiction: A 60's Love Story,"Biography,Crime,Drama",2015
Pizza II: Villa,"Horror,Thriller",2013
Thira,Thriller,2013
Stand by Me Doraemon,"Animation,Comedy,Drama",2014
Jailer 2,"Action,Comedy,Crime",2026
Dawning of the Dead,Horror,2017
Thirumalai,"Action,Romance",2003
Heartless,"Drama,Family,Romance",2014
Mother,Drama,2015
Masala,"Action,Comedy",2013
Sugar Mill,"Horror,Thriller",2025
Ori Devudoy,Comedy,2015
Berlin Syndrome,"Drama,Horror,Mystery",2017
Others and Us,Drama,2024
Chalo Paltai,"Drama,Family,Sport",2011
Rahasya,"Mystery,Thriller",2015
Jana Nayagan,"Action,Thriller",2026
How He Fell in Love,"Drama,Romance",2015
Burying the Ex,"Comedy,Horror,Romance",2014
A Chilling Cosplay,"Crime,Thriller",2013
The Veil,"Action,Adventure,Sci-Fi",2017
Parasyte: Part 1,"Action,Drama,Horror",2014
Mc Dandik,Comedy,2013
Jigsaw,"Horror,Mystery,Thriller",2017
VooDoo,Horror,2017
Friend Request,"Horror,Mystery,Thriller",2016
Pandavulu Pandavulu Thummeda,Comedy,2014
As the Gods Will,"Adventure,Horror,Sci-Fi",2014
Thiruvilaiyaadal Aarambam,Drama,2006
Bobby Jasoos,"Comedy,Drama,Thriller",2014
Road House,"Action,Drama,Thriller",2024
Tolkien,"Biography,Drama,Romance",2019
Golpo Holeo Shotti,Horror,2014
Awaken,"Action,Horror,Mystery",2015
Angry Indian Goddesses,"Comedy,Crime,Drama",2015
Paisa,Drama,2013
Max,"Adventure,Drama,Family",2015
Transformers: The Last Knight,"Action,Adventure,Comedy",2017
The Mafia Kills Only in Summer,"Comedy,Crime,Drama",2013
Bunny the Killer Thing,"Action,Comedy,Horror",2015
The Odyssey,"Action,Adventure,Fantasy",2026
Wanita Ahli Neraka,Horror,2024
Bheemli Kabadi Jattu,Sport,2010
Ek Tha Hero,"Drama,Family",2023
Kill Dil,"Action,Comedy,Drama",2014
The Brothers Grimsby,"Action,Adventure,Comedy",2016
Yaariyan,"Drama,Romance",2014
Unknown Caller,Thriller,2014
Apocalypse Pompeii,"Action,Adventure,Drama",2014
X-Men: Apocalypse,"Action,Adventure,Sci-Fi",2016
Artist,Drama,2013
Friends of Friends,Comedy,2014
Scary Stories to Tell in the Dark,"Adventure,Horror,Mystery",2019
The Forest,"Horror,Mystery,Thriller",2016
The Taking of Deborah Logan,"Fantasy,Horror,Mystery",2014
Haider,"Action,Crime,Drama",2014
Older,"Drama,Romance",2020
Jack Reacher: Never Go Back,"Action,Thriller",2016
Ulidavaru Kandanthe,"Crime,Drama,Thriller",2014
6-5=2,"Horror,Thriller",2013
"Recently, My Sister Is Unusual","Comedy,Fantasy,Romance",2014
Sicario,"Action,Crime,Drama",2015
Harbinger Down,"Horror,Sci-Fi",2015
Tevar,"Action,Drama,Romance",2015
Daawat-e-Ishq,"Comedy,Drama,Romance",2014
When Marnie Was There,"Animation,Drama,Family",2014
Oka Laila Kosam,"Comedy,Romance",2014
The Sand,"Comedy,Horror,Sci-Fi",2015
Terminus,"Drama,Sci-Fi",2015
The Dead Lands,"Action,Adventure,History",2014
Okkadine,"Action,Romance",2013
Murder on the Orient Express,"Comedy,Crime,Drama",2017
Bright Night,"Drama,Mystery",2014
Raees,"Action,Crime,Drama",2017
Mythica: A Quest for Heroes,"Action,Adventure,Fantasy",2014
Puriyaatha Puthir,Thriller,2017
We Still Say Grace,Thriller,2020
